en,es
"We fix the ratios of each layer, and then we decide the percentage of each tree species in the mix.","['Resolvemos las razones de cada capa, y luego decidimos el porcentaje de cada especie de árbol en la mezcla.']"
"If we are making a fruit forest, we increase the percentage of fruit-bearing trees.It could be a flowering forest, a forest that attracts a lot of birds or bees, or it could simply be a native, wild evergreen forest.We collect the seeds and germinate sapli","['Si estamos haciendo un bosque de frutas, aumentamos el porcentaje de árboles de frutas.Podría ser un bosque floreciente, un bosque que atrae muchas aves o abejas, o simplemente podría ser un bosque nativo y viejo.Coleccionamos un bosque nativo y viejo.']"
"We make sure that trees belonging to the same layer are not planted next to each other, or they will fight for the same vertical space when they grow tall.","['Nos aseguramos de que los árboles pertenecientes a la misma capa no sean plantados entre sí, o lucharán por el mismo espacio vertical cuando crecen alto.']"
We plant the saplings close to each other.,['Plantamos las plantas cerca del otro.']
"On the surface, we spread a thick layer of mulch, so when it's hot outside the soil stays moist.","['En la superficie, propagamos una capa pequeña de leche, así que cuando está caliente fuera el suelo mantiene húmedo.']"
"When it's cold, frost formation happens only on the mulch, so soil can still breathe while it's freezing outside.","['Cuando está frío, la formación de frío solo en la leche, así que el suelo todavía puede respirar mientras está limpiando.']"
"The soil is very soft -- so soft, that roots can penetrate into it easily, rapidly.","['El suelo es muy brillante, tan brillante, que las raíces pueden penetrar fácilmente, rápidamente.']"
"Initially, the forest doesn't seem like it's growing, but it's growing under the surface.","['Por último, el bosque no parece que esté creciendo, pero está creciendo bajo la superficie.']"
"In the first three months, roots reach a depth of one meter.","['En los primeros tres meses, las raíces alcanzan una profundidad de un metro.']"
"These roots form a mesh, tightly holding the soil.","['Estas raíces forman un mezclo, que mantiene fuertemente el suelo.']"
Microbes and fungi live throughout this network of roots.,['Los microbios y los hongos viven en toda esta red de raíces.']
"So if some nutrition is not available in the vicinity of a tree, these microbes are going to get the nutrition to the tree.","['Si alguna nutrición no está disponible en la vicinidad de un árbol, estos microbios obtendrán la nutrición al árbol.']"
"Whenever it rains, magically, mushrooms appear overnight.","['Cuando llueve, mágicamente, los huevos aparecen a la noche.']"
And this means the soil below has a healthy fungal network.,['Y esto significa que el suelo debajo tiene una red de hongos saludable.']
"Once these roots are established, forest starts growing on the surface.","['Una vez que se establecen estas raíces, el bosque comienza a crecer en la superficie.']"
"As the forest grows we keep watering it -- for the next two to three years, we water the forest.","['Mientras crece el bosque lo aguantamos, durante los próximos dos o tres años, aguantamos el bosque.']"
"We want to keep all the water and soil nutrition only for our trees, so we remove the weeds growing on the ground.","['Queremos mantener todo el agua y la nutrición del suelo solo para nuestros árboles, así que removemos las dulces que crecen en el suelo.']"
"As this forest grows, it blocks the sunlight.Eventually, the forest becomes so dense that sunlight can't reach the ground anymore.Weeds cannot grow now, because they need sunlight as well.","['Cuando este bosque crece, bloquea la luz solar.Finalmente, el bosque se vuelve tan denso que la luz solar no puede llegar al suelo.Las dulces no pueden crecer ahora, porque tampoco necesitan luz solar.']"
"At this stage, every single drop of water that falls into the forest doesn't evaporate back into the atmosphere.","['En este etapa, cada caída de agua que cae en el bosque no evapora de nuevo en la atmósfera.']"
This dense forest condenses the moist air and retains its moisture.,['Este bosque denso condensa el aire húmedo y retiene su humedad.']
We gradually reduce and eventually stop watering the forest.,['Reducimos gradualmente y finalmente dejamos de agua al bosque.']
"And even without watering, the forest floor stays moist and sometimes even dark.","['Y incluso sin agua, el suelo del bosque mantiene húmedo y a veces incluso oscuro.']"
"Now, when a single leaf falls on this forest floor, it immediately starts decaying.","['Ahora, cuando una única abeja cae en este suelo del bosque, inmediatamente empieza a descargarse.']"
"This decayed biomass forms humus, which is food for the forest.","['Esta biomasa descargada forma el humo, que es comida para el bosque.']"
"As the forest grows, more leaves fall on the surface -- it means more humus is produced, it means more food so the forest can grow still bigger.","['A medida que crece el bosque, cada vez más se caen en la superficie, significa que se produce más humus, significa más comida para que el bosque pueda crecer más grande.']"
And this forest keeps growing exponentially.,['Y este bosque sigue creciendo exponencialmente.']
"Once established, these forests are going to regenerate themselves again and again -- probably forever.","['Una vez establecido, estos bosques se regenerarán una y otra vez, probablemente para siempre.']"
"In a natural forest like this, no management is the best management.","['En un bosque natural como este, ningún gerente es el mejor gerente.']"
It's a tiny jungle party.,['Es una pequeña fiesta de jungla.']
 This forest grows as a collective.,[' Este bosque crece como un colectivo.']
"If the same trees -- same species -- would have been planted independently, it wouldn't grow so fast.","['Si los mismos árboles, la misma especie, se hubieran plantado independientemente, no crecía tan rápido.']"
And this is how we create a 100-year-old forest in just 10 years.,['Y así es como creamos un bosque de 100 años en 10 años.']
Thank you very much.,['Muchas gracias.']
